ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
31099,0,2,2,3,0,0,1,7,7
31100,0,2,2,3,0,0,1,7,7
31101,0,2,2,3,0,0,1,0,3
31102,1,0,1,2,1,1,4,2,1
31107,0,2,0,1,4,5,3,8,5
31109,1,0,1,2,1,6,2,1,9
31110,0,2,2,3,0,0,1,0,3
31113,0,2,2,3,0,0,1,0,3
31118,0,2,2,3,0,0,1,0,2
31120,0,2,0,1,4,5,3,8,5
31121,1,0,1,2,1,1,4,2,1
31122,0,1,3,4,3,2,0,5,0
31123,0,2,2,3,0,0,1,0,3
31124,0,1,3,4,2,3,6,3,6
31125,0,2,2,3,0,0,1,0,2
31129,0,2,2,3,0,0,1,0,3
31130,0,2,2,3,0,0,1,0,2
31131,0,2,2,3,0,0,1,7,7
31134,0,2,2,3,0,0,1,0,3
31135,0,2,2,0,0,6,5,4,8
31137,0,2,2,3,0,0,1,0,3
31139,1,0,1,2,1,1,4,2,1
31143,0,2,2,3,0,0,1,0,2
31147,0,2,2,3,0,0,1,7,7
31148,1,0,1,0,1,6,2,1,9
31150,0,2,2,3,0,0,1,7,7
31151,0,2,2,3,0,0,1,0,3
31152,0,2,2,3,0,0,1,7,2
31153,1,1,3,4,3,2,0,5,0
31156,0,2,0,1,5,4,7,6,4
31159,0,2,2,3,0,0,1,0,2
31161,0,1,3,4,3,2,0,5,0
31163,0,2,2,3,0,0,1,0,3
31166,0,2,2,3,0,0,1,0,3
31167,0,1,3,4,3,2,0,5,0
31169,0,1,3,4,2,3,6,3,6
31171,0,2,2,3,0,0,1,0,2
31172,0,2,2,3,0,0,1,0,3
31173,0,2,2,0,0,0,5,4,8
31174,0,2,0,1,5,4,7,6,4
31176,0,2,0,1,5,4,7,6,4
31177,1,0,1,2,1,1,4,2,1
31178,0,2,2,3,0,0,1,0,3
31184,1,0,1,2,1,1,4,2,1
31185,0,2,2,3,0,0,1,0,3
31186,1,0,1,2,1,1,4,2,1
31187,0,2,2,3,0,0,1,0,2
31188,0,2,2,3,0,0,1,0,3
31190,0,2,2,3,0,0,1,0,3
31191,1,0,1,2,1,6,2,1,9
31192,0,2,2,3,0,0,1,0,3
31196,0,2,2,3,0,0,1,7,7
31197,1,0,1,2,1,1,4,2,1
31198,0,2,2,3,0,0,1,0,3
31199,1,0,1,2,1,1,4,2,1
31202,0,2,0,1,5,4,7,6,4
31203,1,0,1,2,1,1,4,2,1
31204,1,0,1,2,1,1,4,2,1
31206,0,2,0,1,5,4,7,6,4
31207,0,2,2,3,0,0,1,0,2
31209,0,2,2,3,0,0,1,7,7
31211,0,2,2,3,0,0,1,0,3
31214,1,0,1,2,1,1,4,2,1
31215,1,0,1,2,1,1,4,2,1
31216,1,0,1,2,1,6,2,1,9
31217,1,0,1,2,1,1,4,2,1
31219,1,0,1,2,1,6,2,1,9
31220,0,2,2,3,0,0,1,7,7
31223,0,2,2,3,0,0,1,0,2
31224,0,2,2,0,0,0,5,4,8
31226,0,2,2,3,0,0,1,0,3
31228,1,0,1,2,1,1,4,2,1
31230,1,0,1,2,1,1,4,2,1
31234,0,2,2,3,0,0,1,0,3
31236,1,0,1,2,1,6,2,1,9
31238,0,2,2,3,0,0,1,0,2
31239,0,2,2,3,0,0,1,0,3
31241,0,2,2,3,0,0,1,7,7
31242,0,2,2,3,0,0,1,0,3
31243,0,2,2,3,0,0,1,0,3
31245,1,0,1,2,1,1,4,2,1
31246,0,2,0,1,5,4,7,6,4
31247,0,2,2,3,0,0,1,0,3
31248,0,2,0,1,4,5,3,8,5
31250,0,2,2,3,0,0,1,0,3
31251,0,2,2,3,0,0,1,0,3
31253,0,2,0,0,4,5,3,8,5
31254,0,2,0,1,5,4,7,6,4
31255,0,2,2,3,0,0,1,0,2
31259,0,2,2,3,0,0,1,7,7
31263,1,0,1,2,1,1,4,2,1
31264,1,0,1,2,1,1,4,2,1
31265,0,2,2,3,0,0,1,0,3
31267,0,2,2,3,0,0,1,0,3
31268,1,0,1,2,1,1,4,2,1
31269,0,2,2,3,0,0,1,0,3
31272,0,2,2,0,0,0,5,4,8
31273,0,1,3,4,3,2,0,5,2
31274,1,0,1,2,1,1,4,2,1
31275,0,2,2,3,0,0,1,7,7
31278,0,2,2,3,0,0,1,0,2
31279,0,1,3,4,3,2,0,5,0
31282,0,2,2,3,0,0,1,0,3
31287,0,1,3,4,3,2,0,5,0
31290,1,0,1,2,1,1,4,2,1
31297,1,0,1,2,1,6,2,1,9
31299,0,2,2,3,0,0,1,0,3
31300,1,0,1,2,1,1,4,2,1
31301,0,2,2,3,0,0,1,7,7
31304,0,1,3,4,3,2,0,5,0
31305,0,1,3,4,3,2,0,5,0
31309,1,0,1,2,1,1,4,2,1
31310,0,2,2,3,0,0,1,7,7
31312,0,1,3,4,2,3,6,3,6
31314,0,2,0,1,5,4,7,6,4
31319,0,2,2,3,0,0,1,0,3
31321,1,0,1,2,1,1,4,2,1
31323,0,2,2,3,0,0,1,0,3
31325,0,2,2,3,0,0,1,0,3
31328,1,0,1,2,1,1,4,2,1
31329,0,1,3,4,3,2,0,5,0
31330,1,0,1,2,1,6,2,1,9
31331,0,1,3,4,3,2,0,5,0
31332,0,2,0,1,5,4,7,6,4
31333,0,2,2,3,0,0,1,7,7
31334,1,0,1,2,1,1,4,2,1
31338,0,2,2,3,0,0,1,7,7
31340,1,0,1,2,1,1,4,2,1
31341,1,0,1,2,1,1,4,2,1
31344,1,0,1,2,1,6,2,1,9
31350,1,0,1,2,1,1,4,2,1
31351,0,2,2,3,0,0,1,0,3
31352,0,2,2,3,0,0,1,7,7
31353,0,2,2,3,0,0,1,0,3
31354,1,0,1,2,1,1,4,2,1
31360,0,2,2,3,0,0,1,7,7
31361,0,2,2,3,0,0,1,7,7
31364,0,2,2,3,0,0,1,0,3
31366,0,2,2,0,0,0,5,4,8
31368,0,2,2,0,0,0,5,4,8
31369,0,2,2,3,0,0,1,0,3
31370,0,2,2,3,0,0,1,0,3
31373,1,0,1,2,1,1,4,2,1
31374,1,0,1,2,1,1,4,2,1
31375,1,0,1,2,1,1,4,2,1
31376,0,2,2,3,0,0,1,0,2
31380,0,2,2,3,0,0,1,0,3
31383,0,1,3,4,3,2,0,5,0
31384,1,0,1,2,1,1,4,2,1
31386,0,2,2,3,0,0,1,0,3
31388,0,2,2,3,0,0,1,7,7
31389,0,2,2,3,0,0,1,0,3
31390,0,2,2,3,0,0,1,0,3
31391,0,1,3,4,3,2,0,5,0
31393,1,0,1,2,1,1,4,2,1
31395,0,2,2,3,0,0,1,0,3
31400,1,0,1,2,1,1,4,2,1
31402,0,2,0,1,5,4,7,6,4
31403,0,2,2,3,0,0,1,7,7
31404,1,0,1,2,1,1,4,2,1
31405,0,2,2,3,0,0,1,7,7
31406,0,2,0,1,4,5,3,8,5
31407,0,2,0,1,4,5,3,8,5
31409,0,1,3,4,2,3,6,3,6
31410,0,1,3,4,3,2,0,5,0
31411,0,1,3,4,2,3,6,3,6
31412,1,0,1,2,1,1,4,2,1
31413,0,2,2,3,0,0,1,0,3
31414,0,2,2,3,0,0,1,0,3
31415,0,2,2,3,0,0,1,7,7
31419,1,0,1,2,1,1,4,2,1
31420,0,2,2,3,0,0,1,0,2
31423,0,2,2,3,0,0,1,7,7
31427,0,2,0,1,5,4,7,6,4
31428,0,2,2,3,0,0,1,0,3
31430,1,0,1,2,1,1,4,2,1
31431,0,2,2,0,0,0,5,4,8
31433,0,2,2,3,0,0,1,0,2
31437,0,1,3,4,2,3,6,3,6
31438,1,0,1,2,1,1,4,2,1
31439,0,2,2,3,0,0,1,0,2
31442,0,2,2,0,0,6,5,4,8
31443,0,2,2,0,0,0,5,4,8
31444,1,0,1,2,1,6,2,1,9
31445,1,0,1,2,1,1,4,2,1
31447,0,2,2,3,0,0,1,0,3
31450,1,0,1,2,1,1,4,2,1
31453,0,1,3,4,2,3,6,3,6
31460,0,2,2,3,0,0,1,0,3
31461,0,2,2,3,0,0,1,0,3
31465,0,1,3,4,3,2,0,5,0
31466,0,2,0,1,5,4,7,6,4
31467,1,0,1,2,1,1,4,2,1
31468,0,2,0,1,5,4,7,6,4
31469,0,2,2,3,0,0,1,0,3
31471,0,2,2,3,0,0,1,0,3
31473,0,2,0,1,4,5,3,8,5
31481,0,2,0,1,5,4,7,6,4
31483,0,2,2,3,0,0,1,0,3
31484,0,2,2,0,0,0,5,4,8
31485,0,2,2,3,0,0,1,0,3
31486,0,2,2,3,0,0,1,0,3
31487,1,0,1,2,1,1,4,2,1
31491,0,2,2,3,0,0,1,0,3
31493,0,2,2,3,0,0,1,0,2
31495,0,2,2,3,0,0,1,7,7
31497,0,2,0,1,4,5,3,8,5
31498,1,0,0,0,4,6,2,1,9
31499,1,0,1,2,1,1,4,2,1
31500,0,2,2,3,0,0,1,7,7
31501,0,1,3,4,3,2,0,5,0
31504,0,2,2,3,0,0,1,7,7
31505,0,2,2,3,0,0,1,0,3
31506,0,1,3,3,3,2,0,5,2
31508,0,2,2,3,0,0,1,0,3
31512,0,2,2,3,0,0,1,0,2
31513,1,0,1,2,1,1,4,2,1
31516,0,2,2,3,0,0,1,0,2
31519,1,0,1,2,1,1,4,2,1
31520,0,1,3,4,3,2,0,5,0
31522,0,2,2,3,0,0,1,7,7
31526,0,2,2,3,0,0,1,0,3
31528,1,0,1,2,1,1,4,2,1
31532,1,0,1,2,1,1,4,2,1
31535,1,0,1,2,1,1,4,2,1
31536,1,0,1,2,1,1,4,2,1
31537,1,0,1,2,1,6,2,1,9
31538,0,2,2,3,0,0,1,0,3
31539,1,0,1,2,1,1,4,2,1
31540,0,2,2,3,0,0,1,0,3
31542,0,1,3,4,3,2,0,5,0
31543,0,2,2,0,0,0,5,4,8
31545,0,2,2,3,0,0,1,0,3
31547,0,1,3,4,2,3,6,3,6
31549,0,2,2,3,0,0,1,0,2
31550,0,2,2,3,0,0,1,0,3
31552,0,2,2,3,0,0,1,0,2
31554,0,1,3,4,3,2,0,5,2
31555,0,2,0,1,4,5,3,8,5
31556,0,2,2,3,0,0,1,7,7
31557,0,1,3,4,3,2,0,5,0
31558,0,2,2,3,0,0,1,0,3
31560,0,2,0,1,5,4,7,6,4
31561,0,2,2,3,0,0,1,7,7
31565,0,2,2,3,0,0,1,0,2
31567,0,1,3,4,3,2,0,5,0
31568,0,2,2,3,0,0,1,7,7
31570,0,2,2,3,0,0,1,0,3
31572,1,0,1,2,1,1,4,2,1
31573,1,0,1,2,1,1,4,2,1
31575,0,2,2,0,0,0,5,4,8
31578,0,2,2,3,0,0,1,0,2
31582,0,1,3,4,3,2,0,5,0
31583,0,2,2,3,0,0,1,0,3
31586,0,2,2,0,0,6,5,4,8
31590,0,2,2,0,0,0,5,4,8
31592,1,0,1,2,1,1,4,2,1
31596,1,0,1,2,1,6,2,1,9
31600,0,2,2,3,0,0,1,0,2
31602,1,0,1,2,1,1,4,2,1
31604,0,2,2,3,0,0,1,0,3
31605,0,2,2,3,0,0,1,0,2
31609,0,2,2,0,0,0,5,4,8
31610,0,2,2,3,0,0,1,0,3
31611,0,1,0,1,4,5,3,8,5
31613,0,2,2,3,0,0,1,0,3
31615,0,2,2,3,0,0,1,0,3
31617,0,2,2,3,0,0,1,0,2
31618,0,2,2,3,0,0,1,0,2
31619,1,0,1,2,1,1,4,2,1
31620,1,0,1,2,1,1,4,2,1
31621,0,2,2,3,0,0,1,0,3
31623,0,2,2,3,0,0,1,0,3
31625,0,2,2,3,0,0,1,7,7
31628,0,2,2,3,0,0,1,7,7
31630,0,2,2,3,0,0,1,0,3
31631,0,2,2,3,0,0,1,0,3
31632,1,0,1,2,1,6,2,1,9
31633,0,2,2,3,0,0,1,0,3
31635,0,2,2,3,0,0,1,0,3
31640,0,2,2,3,0,0,1,0,3
31643,0,2,2,3,0,0,1,0,3
31644,0,2,2,3,0,0,1,0,3
31645,0,2,2,3,0,0,1,0,3
31647,1,0,1,2,1,6,2,1,9
31650,0,2,2,3,0,0,1,7,7
31653,0,2,2,3,0,0,1,0,2
31657,0,2,2,3,0,0,1,7,7
31662,0,1,3,4,2,3,6,3,6
31663,0,1,3,4,2,3,6,3,6
31669,0,2,2,3,0,0,1,7,7
31670,1,0,1,2,1,1,4,2,1
31671,0,1,3,4,2,3,6,3,6
31672,0,1,3,4,3,2,0,5,0
31673,0,2,2,3,0,0,1,0,3
31674,1,0,1,2,1,6,2,1,9
31676,1,0,1,2,1,1,4,2,1
31677,0,2,2,3,0,0,1,0,3
31678,1,0,1,2,1,1,4,2,1
31679,1,0,1,2,1,6,2,1,9
31681,0,2,2,3,0,0,1,0,3
31683,0,2,2,3,0,0,1,0,2
31684,1,0,1,2,1,1,4,2,1
31685,0,2,2,3,0,0,1,7,7
31686,0,2,2,3,0,0,1,0,3
31687,0,2,2,3,0,0,1,0,2
31688,0,2,2,3,0,0,1,7,7
31689,0,2,2,3,0,0,1,0,3
31690,0,1,3,4,3,2,0,5,0
31692,0,1,3,4,2,3,6,3,6
31694,0,2,2,3,0,0,1,7,7
31698,0,2,2,3,0,0,1,7,7
31699,0,2,2,3,0,0,1,0,3
31701,0,2,0,1,4,5,3,8,5
31702,1,0,1,2,1,1,4,2,1
31705,1,0,1,2,1,1,4,2,1
31706,0,2,2,3,0,0,1,0,3
31709,0,1,3,4,3,2,0,5,0
31710,0,2,2,3,0,0,1,7,7
31711,1,0,1,2,1,6,2,1,9
31717,0,2,2,3,0,0,1,0,3
31720,1,0,1,2,1,1,4,2,1
31726,0,2,2,3,0,0,1,0,3
31728,1,0,1,2,1,1,4,2,1
31729,1,0,1,2,1,1,4,2,1
31730,0,2,2,3,0,0,1,7,7
31731,1,0,1,2,1,1,4,2,1
31732,0,2,2,3,0,0,1,0,3
31733,1,0,1,2,1,6,2,1,9
31734,1,0,1,2,1,1,4,2,1
31735,0,2,2,3,0,0,1,0,3
31737,0,2,2,3,0,0,1,7,7
31739,0,1,3,4,2,3,6,3,6
31742,0,2,2,3,0,0,1,0,3
31744,0,2,2,3,0,0,1,0,3
31746,0,2,2,3,0,0,1,0,2
31751,1,0,1,2,1,6,2,1,9
31755,0,1,3,4,3,2,0,5,0
31756,0,2,2,3,0,0,1,0,2
31760,0,2,2,3,0,0,1,7,7
31761,0,2,2,3,0,0,1,0,3
31764,1,0,1,2,1,6,2,1,9
31767,1,0,1,2,1,6,2,1,9
31768,0,2,2,3,2,3,6,3,3
31770,0,2,2,3,0,0,1,0,3
31773,1,0,0,0,1,6,2,1,9
31777,0,2,2,3,0,0,1,7,7
31783,0,2,2,3,0,0,1,7,7
31785,0,2,2,3,0,0,1,7,7
31786,0,2,2,3,0,0,1,0,3
31788,0,2,2,3,0,0,1,7,7
31790,0,2,2,3,0,0,1,0,3
31793,0,2,2,3,0,0,1,0,3
31794,1,0,1,2,1,1,4,2,1
31795,0,2,2,3,0,0,1,0,3
31796,0,2,0,1,5,4,7,6,4
31798,0,2,2,3,0,0,1,0,3
31799,0,2,2,3,0,0,1,0,3
31800,1,0,1,2,1,1,4,2,1
31801,0,2,2,3,0,0,1,0,2
31802,1,0,1,2,1,1,4,2,1
31805,1,0,1,2,1,6,2,1,9
31808,0,2,2,0,0,0,5,4,8
31810,0,1,3,4,3,2,0,5,0
31811,0,2,2,3,0,0,1,7,7
31812,0,2,2,0,0,0,5,4,8
31813,0,1,3,4,3,2,0,5,0
31814,1,0,1,2,1,1,4,2,1
31816,0,2,2,3,2,3,6,3,2
31817,0,2,2,3,0,0,1,0,3
31819,0,1,3,4,2,3,6,3,6
31820,0,2,2,3,0,0,1,7,7
31824,0,2,2,3,0,0,1,7,7
31828,0,2,2,3,0,0,1,7,7
31831,0,2,2,3,0,0,1,7,7
31832,0,2,0,1,5,4,7,6,4
31833,0,2,2,3,0,0,1,0,2
31834,1,0,1,2,1,1,4,2,1
31836,0,1,3,4,3,2,0,5,0
31838,0,2,2,3,0,0,1,0,3
31839,0,2,0,1,5,4,7,6,4
31843,0,2,2,3,0,0,1,0,3
31844,0,2,2,3,0,0,1,0,3
31845,0,2,2,3,0,0,1,0,3
31846,1,0,1,2,1,1,4,2,1
31847,0,2,2,3,0,0,1,7,7
31848,0,2,2,3,0,0,1,0,2
31850,0,2,2,3,0,0,1,0,3
31851,0,2,2,3,0,0,1,7,7
31852,0,2,2,3,0,0,1,7,7
31853,1,0,1,2,1,1,4,2,1
31854,0,2,2,3,0,0,1,0,3
31856,1,0,1,2,1,6,2,1,9
31858,1,0,1,2,1,6,2,1,9
31860,0,2,2,3,0,0,1,7,7
31861,1,0,1,2,1,1,4,2,1
31862,1,0,1,2,1,6,2,1,9
31863,0,2,0,1,4,5,3,8,5
31864,0,1,3,4,2,3,6,3,6
31865,0,2,2,3,0,0,1,0,2
31870,0,2,0,1,4,5,3,8,5
31871,0,2,2,3,0,0,1,0,3
31873,0,2,2,3,0,0,1,0,3
31874,0,2,2,0,0,0,5,4,8
31878,1,0,1,2,1,6,2,1,9
31883,0,2,2,3,0,0,1,0,3
31885,0,2,2,3,0,0,1,7,7
31886,0,2,2,3,0,0,1,0,3
31889,0,2,2,3,0,0,1,7,7
31890,0,2,0,1,0,0,1,0,3
31892,0,2,2,3,0,0,1,0,2
31893,1,0,1,2,1,6,2,1,9
31894,1,0,1,2,1,1,4,2,1
31895,0,2,2,3,0,0,1,0,3
31897,0,2,2,3,0,0,1,0,3
31899,0,2,0,1,5,4,7,6,4
31900,0,2,2,3,0,0,1,0,3
31902,0,2,2,3,0,0,1,0,3
31903,1,0,1,2,1,1,4,2,1
31905,1,0,1,2,1,6,2,1,9
31906,0,2,2,3,0,0,1,0,3
31908,0,2,2,3,0,0,1,0,3
31911,0,2,2,3,0,0,1,7,7
31912,0,2,2,3,0,0,1,0,3
31916,0,2,2,3,0,0,1,0,3
31918,0,1,3,4,3,2,0,5,0
31920,0,2,0,1,5,4,7,6,4
31922,0,2,2,0,0,0,5,4,8
31923,0,2,2,3,0,0,1,0,3
31924,0,2,0,1,5,4,7,6,4
31928,0,2,2,3,0,0,1,0,2
31930,0,2,2,3,0,0,1,7,7
31931,1,0,1,2,1,1,4,2,1
31933,1,0,1,2,1,1,4,2,1
31934,0,1,3,4,3,2,0,5,0
31941,1,0,1,2,1,1,4,2,1
31943,1,0,1,2,1,1,4,2,1
31944,0,2,2,3,0,0,1,0,3
31945,1,0,1,2,1,1,4,2,1
31949,0,2,0,1,5,4,7,6,4
31950,1,0,1,2,1,1,4,2,1
31955,0,2,2,3,0,0,1,0,3
31962,0,2,2,3,0,0,1,0,2
31964,1,0,1,2,1,1,4,2,1
31966,1,0,1,2,1,1,4,2,1
31968,0,2,2,3,0,0,1,0,3
31971,0,2,2,3,0,0,1,7,7
31973,0,1,3,4,2,3,6,3,6
31974,1,0,1,2,1,1,4,2,1
31975,0,2,0,1,5,4,7,6,4
31976,0,1,3,4,3,2,0,5,0
31977,0,2,2,3,0,0,1,0,3
31984,0,2,2,3,0,0,1,0,3
31985,0,2,2,3,0,0,1,0,2
31986,0,2,2,3,0,0,1,0,3
31987,0,2,2,3,0,0,1,0,3
31991,0,2,2,3,0,0,1,0,3
31992,1,0,1,2,1,1,4,2,1
31994,0,2,0,1,4,5,3,8,5
31998,0,2,2,3,0,0,1,0,3
32000,0,2,2,0,0,0,5,4,8
32003,0,2,2,3,0,0,1,0,2
32004,0,2,2,3,0,0,1,0,3
32005,1,0,1,2,1,1,4,2,1
32008,0,2,2,3,0,0,1,0,3
32010,1,0,1,2,1,6,2,1,9
32012,0,2,2,3,0,0,1,7,7
32013,0,2,2,0,0,6,5,4,8
32020,0,2,2,3,0,0,1,0,2
32023,0,2,2,3,0,0,1,0,3
32025,0,2,2,3,0,0,1,0,3
32026,0,2,2,3,0,0,1,0,3
32029,0,2,2,3,0,0,1,0,2
32031,0,2,2,3,0,0,1,0,3
32033,1,0,1,2,1,1,4,2,1
32034,0,2,2,3,0,0,1,0,3
32035,0,2,2,3,0,0,1,0,3
32036,1,0,1,2,1,1,4,2,1
32038,0,2,2,3,0,0,1,7,7
32039,0,2,2,3,0,0,1,0,3
32041,1,0,1,2,1,1,4,2,1
32043,1,0,1,2,1,1,4,2,1
32045,0,2,2,0,0,0,5,4,8
32047,0,2,2,3,0,0,1,0,2
32048,1,0,1,2,1,1,4,2,1
32050,0,2,2,3,0,0,1,0,3
32052,0,2,2,3,0,0,1,0,3
32053,0,2,2,3,0,0,1,0,3
32059,0,1,3,4,3,2,0,5,0
32066,1,0,1,2,1,1,4,2,1
32067,0,2,2,3,0,0,1,7,7
32068,0,2,2,0,0,0,5,4,8
32069,0,1,3,4,3,2,0,5,0
32070,0,2,2,3,0,0,1,0,3
32072,0,2,2,3,0,0,1,0,3
32076,1,0,1,2,1,1,4,2,1
32077,0,2,2,3,0,0,1,0,3
32082,0,2,2,3,0,0,1,0,3
32084,0,2,2,3,0,0,1,0,2
32087,0,2,2,3,0,0,1,0,3
32090,1,0,1,2,1,6,2,1,9
32091,1,0,1,2,1,1,4,2,1
32092,1,0,1,2,1,6,2,1,9
32093,0,2,2,3,0,0,1,0,3
32096,0,2,2,3,0,0,1,0,3
32098,0,2,2,0,0,0,5,4,8
32099,1,0,1,2,1,6,2,1,9
32102,1,0,1,2,1,1,4,2,1
32107,0,2,0,1,4,5,3,8,5
32109,0,2,2,0,0,0,5,4,8
32112,0,2,2,3,0,0,1,7,7
32114,0,1,3,4,3,2,0,5,0
32116,0,2,2,3,0,0,1,0,3
32117,0,2,2,3,0,0,1,7,7
32120,0,2,2,0,0,0,5,4,8
32124,0,2,2,3,0,0,1,0,2
32125,0,2,2,3,0,0,1,0,3
32126,0,2,2,3,0,0,1,0,3
32128,1,0,1,2,1,6,2,1,9
32129,0,2,2,3,0,0,1,0,3
32134,1,0,1,2,1,1,4,2,1
32136,1,0,1,2,1,6,2,1,9
32137,0,2,2,3,0,0,1,0,3
32138,0,2,2,3,0,0,1,0,3
32143,0,2,2,3,0,0,1,0,3
32144,0,2,2,3,0,0,1,0,3
32147,0,2,2,3,0,0,1,0,3
32149,0,2,2,3,0,0,1,0,2
32151,0,2,2,0,0,0,5,4,8
32153,0,2,2,3,0,0,1,7,7
32154,0,2,2,3,0,0,1,0,2
32155,1,0,1,2,1,6,2,1,9
32157,0,2,2,3,0,0,1,0,3
32158,0,2,2,3,0,0,1,0,2
32159,0,2,2,3,0,0,1,7,7
32160,0,2,2,3,0,0,1,0,2
32162,0,2,2,3,0,0,1,0,3
32166,0,2,2,3,0,0,1,0,2
32169,0,2,2,3,0,0,1,0,3
32171,1,0,1,2,1,1,4,2,1
32174,1,0,0,0,1,6,2,1,9
32175,0,2,2,3,0,0,1,0,3
32178,0,2,2,3,0,0,1,7,7
32185,0,2,2,3,0,0,1,7,7
32186,1,0,1,2,1,1,4,2,1
32188,0,2,2,3,0,0,1,0,3
32189,0,2,2,3,0,0,1,0,3
32190,0,2,2,3,0,0,1,0,2
32191,0,2,2,3,0,0,1,7,7
32192,0,2,0,1,4,5,3,8,5
32193,1,0,1,2,1,1,4,2,1
32195,0,2,2,3,0,0,1,0,3
32198,0,1,3,4,3,2,0,5,0
32199,0,2,2,3,0,0,1,0,3
32203,0,2,2,3,0,0,1,7,7
32207,1,0,1,2,1,6,2,1,9
32208,0,2,2,3,0,0,1,0,3
32209,0,2,0,1,4,5,3,8,5
32210,0,2,0,1,5,4,7,6,4
32211,1,0,1,2,1,1,4,2,1
32213,0,1,3,4,3,2,0,5,0
32214,0,2,2,3,0,0,1,0,3
32218,0,1,3,4,3,2,0,5,0
32219,0,2,2,3,0,0,1,7,7
32220,0,2,0,1,4,5,3,8,5
32221,0,2,2,3,0,0,1,0,3
32223,0,2,2,3,0,0,1,0,2
32226,0,2,2,3,0,0,1,0,3
32228,0,2,2,3,0,0,1,7,7
32229,1,0,1,2,1,1,4,2,1
32230,0,2,2,3,0,0,1,0,3
32235,0,2,2,3,0,0,1,7,7
32237,1,0,1,2,1,1,4,2,1
32238,0,2,2,3,0,0,1,0,3
32239,0,2,2,3,0,0,1,0,3
32240,0,1,3,4,3,2,0,5,0
32242,0,2,2,3,0,0,1,0,3
32244,1,0,1,2,1,1,4,2,1
32245,0,1,3,4,3,2,0,5,0
32247,0,2,2,3,0,0,1,0,3
32249,1,0,1,2,1,6,2,1,9
32251,0,2,2,3,0,0,1,0,3
32252,0,2,2,3,0,0,1,7,7
32253,0,2,2,3,0,0,1,0,3
32254,0,2,2,3,0,0,1,7,7
32257,0,1,3,4,3,2,0,5,0
32259,0,1,3,4,2,3,6,3,6
32261,0,2,2,3,0,0,1,0,3
32265,0,2,2,3,0,0,1,0,3
32266,0,2,0,1,4,5,3,8,5
32267,0,2,2,3,0,0,1,0,3
32270,1,0,1,2,1,1,4,2,1
32273,0,2,0,1,4,5,3,8,5
32275,0,2,2,3,0,0,1,7,7
32276,0,2,0,1,5,4,7,6,4
32277,1,0,1,2,1,1,4,2,1
32278,0,2,2,3,0,0,1,0,3
32280,0,2,2,3,0,0,1,7,7
32281,0,2,0,1,5,4,7,6,4
32282,0,1,3,4,3,2,0,5,0
32283,0,2,2,3,0,0,1,0,3
32284,0,2,2,3,0,0,1,0,3
32286,1,0,1,2,1,1,4,2,1
32287,0,2,2,3,0,0,1,0,3
32290,1,0,1,2,1,6,2,1,9
32291,0,2,2,3,0,0,1,0,3
32292,1,0,1,2,1,1,4,2,1
32293,0,2,2,3,0,0,1,0,3
32295,0,2,2,3,0,0,1,0,3
32296,0,2,2,3,0,0,1,7,7
32298,0,2,2,3,0,0,1,0,2
32299,0,2,2,3,0,0,1,7,7
32301,0,2,2,3,0,0,1,7,7
32303,1,0,1,2,1,6,2,1,9
32305,0,2,2,3,0,0,1,0,3
32306,0,2,2,3,0,0,1,7,7
32308,0,2,2,3,0,0,1,0,3
32309,0,2,2,3,0,0,1,7,7
32310,0,2,2,3,0,0,1,0,3
32313,0,2,0,1,4,5,3,8,5
32315,0,2,2,3,0,0,1,0,3
32317,0,2,2,3,0,0,1,0,3
32323,0,2,2,3,0,0,1,0,3
32324,1,0,1,2,1,1,4,2,1
32325,1,0,1,2,1,1,4,2,1
32326,0,2,2,3,0,0,1,0,3
32327,1,0,1,2,1,1,4,2,1
32328,1,0,1,2,1,1,4,2,1
32331,0,2,2,3,0,0,1,0,3
32333,0,1,3,4,3,2,0,5,0
32334,0,2,2,3,0,0,1,0,3
32337,0,2,2,3,0,0,1,0,3
32339,0,2,2,3,0,0,1,0,3
32341,0,2,2,3,0,0,1,7,7
32343,0,2,2,3,0,0,1,0,3
32344,1,0,1,2,1,1,4,2,1
32345,0,2,2,3,0,0,1,0,2
32347,0,2,2,3,0,0,1,0,3
32348,0,2,2,3,0,0,1,7,7
32350,1,0,1,2,1,1,4,2,1
32351,1,0,1,2,1,1,4,2,1
32352,0,2,2,3,0,0,1,7,7
32354,0,2,2,3,0,0,1,0,3
32356,0,2,2,3,0,0,1,0,3
32357,0,2,2,3,0,0,1,0,3
32358,1,0,1,2,1,1,4,2,1
32359,0,2,2,3,0,0,1,0,3
32361,0,1,3,4,3,2,0,5,0
32363,0,2,2,3,0,0,1,0,3
32364,0,2,2,0,0,0,5,4,8
32365,0,2,2,3,0,0,1,7,7
32366,0,2,2,0,0,0,5,4,8
32373,0,1,3,4,2,3,6,3,6
32374,0,2,2,3,0,0,1,0,3
32375,1,0,1,2,1,1,4,2,1
32376,0,1,3,4,3,2,0,5,0
32380,0,2,0,1,5,4,7,6,4
32382,0,2,2,3,0,0,1,0,3
32385,0,2,2,3,0,0,1,0,3
32386,1,0,1,2,1,1,4,2,1
32388,0,2,2,3,0,0,1,0,3
32392,1,0,1,2,1,1,4,2,1
